Algorithm,test_rmse,test_mae,fit_time,test_time
BaselineOnly,0.4747025541047137,0.336192765902805,0.6044847965240479,0.39824191729227704
KNNWithZScore,0.6165963801910591,0.44230977730171817,72.42794839541118,10.28144097328186
CoClustering,0.6980044011550465,0.5452184942600944,5.372626940409343,0.4641692638397217
