Algorithm,test_rmse,test_mae,fit_time,test_time
KNNBasic,0.5677815010606436,0.40843858337388655,63.054043690363564,9.482680638631185
KNNWithMeans,0.6074154538691593,0.44104041078994244,79.98689802487691,10.053094943364462
