Algorithm,test_rmse,test_mae,fit_time,test_time
SVDpp,0.4667907010400425,0.3331923538257307,28.43174393971761,1.6722780068715413
SVD,0.4756100319533725,0.341045385946682,7.663958390553792,0.5576487382253011
KNNBaseline,0.5000085083267052,0.3601799978401679,65.94123268127441,10.083113670349121
NMF,0.5823731341714828,0.4307746006688751,10.57767391204834,0.5076016585032145
SlopeOne,0.6556775503172279,0.4875931085011835,0.9976759751637777,1.2638435363769531
NormalPredictor,0.9120946398816435,0.7137237597106078,0.24577601750691733,0.5948406855265299
