,beer_name,beer_style,beer_substyle,brewery_name,abv
4378,Kasteel Cuvée Du Chateau,Strong Ales,Belgian Quadrupel (Quad),Brouwerij Van Honsebrouck N.V.,11.0
4379,Malheur 12°,Strong Ales,Belgian Quadrupel (Quad),Brouwerij De Landtsheer NV,12.0
4380,Grand Cru,Strong Ales,Belgian Quadrupel (Quad),Brasserie de l'Abbaye du Val-Dieu,10.5
4381,Bourbon Barrel Cru,Strong Ales,Belgian Quadrupel (Quad),Hardywood Park Craft Brewery,12.0
4382,St. Amatus 12,Strong Ales,Belgian Quadrupel (Quad),De Struise Brouwers,10.5
4383,Box Of Chocolate,Strong Ales,Belgian Quadrupel (Quad),Charleville Vineyard Microbrewery,10.5
4384,Wizard Burial Ground,Strong Ales,Belgian Quadrupel (Quad),Brewery Vivant,10.0
4385,Brewer's Reserve Bourbon Barrel Quadruple Ale,Strong Ales,Belgian Quadrupel (Quad),Central Waters Brewing Co.,11.9
4386,Ichor,Strong Ales,Belgian Quadrupel (Quad),Sly Fox Brewing Company,10.0
4387,Abt 12 Oak Aged,Strong Ales,Belgian Quadrupel (Quad),Brouwerij St. Bernardus NV,11.0
4388,Rio Reserva,Strong Ales,Belgian Quadrupel (Quad),De Struise Brouwers,10.5
4389,Straffe Hendrik Heritage,Strong Ales,Belgian Quadrupel (Quad),Huisbrouwerij De Halve Maan,11.0
4390,Hoppy Quad,Strong Ales,Belgian Quadrupel (Quad),Victory Brewing Company - Downingtown,13.0
4391,Apis IV,Strong Ales,Belgian Quadrupel (Quad),Elevation Beer Co.,10.7
4392,Bourbon Barrel-Aged Skipping Stone,Strong Ales,Belgian Quadrupel (Quad),Jackie O's Pub & Brewery,13.0
4393,Préaris Quadrupel,Strong Ales,Belgian Quadrupel (Quad),Vliegende Paard Brouwers,10.0
4394,Hertog Jan Grand Prestige,Strong Ales,Belgian Quadrupel (Quad),Arcense Stoombierbouwerij (Hertog Jan Brouwerij),10.0
4395,Tangerine Quad,Strong Ales,Belgian Quadrupel (Quad),Avery Brewing Company,10.1
4396,Eschaton,Strong Ales,Belgian Quadrupel (Quad),Wild Heaven Beer,10.5
4397,'t Smisje BBBourgondier,Strong Ales,Belgian Quadrupel (Quad),Brouwerij Smisje,12.0
4398,Spencer Monks' Reserve Ale,Strong Ales,Belgian Quadrupel (Quad),The Spencer Brewery,10.2
4399,Three Philosophers - Bourbon Barrel-Aged,Strong Ales,Belgian Quadrupel (Quad),Brewery Ommegang,12.3
4400,Grande Réserve (Blue),Strong Ales,Belgian Strong Dark Ale,Bières de Chimay,9.0
4401,Trappistes Rochefort 8,Strong Ales,Belgian Strong Dark Ale,Brasserie de Rochefort,9.2
4402,Trois Pistoles,Strong Ales,Belgian Strong Dark Ale,Unibroue,9.0
4403,Raison D'Être,Strong Ales,Belgian Strong Dark Ale,Dogfish Head Craft Brewery,8.0
4404,Gulden Draak,Strong Ales,Belgian Strong Dark Ale,Brouwerij Van Steenberge N.V.,10.5
4405,The Mad Elf,Strong Ales,Belgian Strong Dark Ale,Tröegs Brewing Company,11.0
4406,Brother Thelonious,Strong Ales,Belgian Strong Dark Ale,North Coast Brewing Co.,9.4
4407,Delirium Nocturnum,Strong Ales,Belgian Strong Dark Ale,Brouwerij Huyghe,8.5
4408,Black,Strong Ales,Belgian Strong Dark Ale,Allagash Brewing Company,7.5
4409,Delirium Noël (Christmas),Strong Ales,Belgian Strong Dark Ale,Brouwerij Huyghe,10.0
4410,Gouden Carolus Cuvée Van De Keizer Imperial Dark,Strong Ales,Belgian Strong Dark Ale,Brouwerij Het Anker,11.0
4411,Collaboration Not Litigation Ale,Strong Ales,Belgian Strong Dark Ale,Avery Brewing Company,8.72
4412,Raison D'Extra,Strong Ales,Belgian Strong Dark Ale,Dogfish Head Craft Brewery,15.0
4413,Monk's Blood,Strong Ales,Belgian Strong Dark Ale,21st Amendment Brewery,8.3
4414,Local 2,Strong Ales,Belgian Strong Dark Ale,Brooklyn Brewery,9.0
4415,N'Ice Chouffe,Strong Ales,Belgian Strong Dark Ale,Brasserie d'Achouffe,10.0
4416,Corsendonk Christmas Ale,Strong Ales,Belgian Strong Dark Ale,Brouwerij Corsendonk,8.1
4417,Salvation,Strong Ales,Belgian Strong Dark Ale,Russian River Brewing Company,9.0
4418,McChouffe,Strong Ales,Belgian Strong Dark Ale,Brasserie d'Achouffe,8.0
4419,Unibroue 17 Grande Réserve,Strong Ales,Belgian Strong Dark Ale,Unibroue,10.0
4420,Adoration,Strong Ales,Belgian Strong Dark Ale,Brewery Ommegang,10.0
4421,Samuel Adams Thirteenth Hour Stout (Barrel Room Collection),Strong Ales,Belgian Strong Dark Ale,Boston Beer Company (Samuel Adams),9.0
4422,Oerbier,Strong Ales,Belgian Strong Dark Ale,Brouwerij De Dolle Brouwers,9.0
4423,Noel De Calabaza,Strong Ales,Belgian Strong Dark Ale,Jolly Pumpkin Artisan Ales,9.0
4424,Grand Cru,Strong Ales,Belgian Strong Dark Ale,AleSmith Brewing Company,10.0
4425,10 Commandments,Strong Ales,Belgian Strong Dark Ale,The Lost Abbey,11.0
4426,Nostradamus,Strong Ales,Belgian Strong Dark Ale,Brasserie Caracole,9.0
4427,Scaldis Noel,Strong Ales,Belgian Strong Dark Ale,Brasserie Dubuisson Frères sprl,12.0
4428,Gouden Carolus Noël / Christmas,Strong Ales,Belgian Strong Dark Ale,Brouwerij Het Anker,10.5
4429,Gouden Carolus Classic,Strong Ales,Belgian Strong Dark Ale,Brouwerij Het Anker,8.5
4430,Abbaye Des Rocs Grand Cru Belgian Special Brown,Strong Ales,Belgian Strong Dark Ale,Brasserie de l'Abbaye des Rocs s.a.,9.0
4431,Hitachino Nest Extra High (XH),Strong Ales,Belgian Strong Dark Ale,Kiuchi Brewery,8.0
4432,Grand Cru,Strong Ales,Belgian Strong Dark Ale,Allagash Brewing Company,7.2
4433,Affligem Noël,Strong Ales,Belgian Strong Dark Ale,Brouwerij De Smedt / Brouwerij Affligem,9.0
4434,Gregorius,Strong Ales,Belgian Strong Dark Ale,Stift Engelszell,9.7
4435,Abbaye Des Rocs [Brasserie Des Rocs Brune],Strong Ales,Belgian Strong Dark Ale,Brasserie de l'Abbaye des Rocs s.a.,9.0
4436,Achel Trappist Extra,Strong Ales,Belgian Strong Dark Ale,Brouwerij der St. Benedictusabdij de Achelse,9.5
4437,Brasserie Des Rocs Triple Impériale,Strong Ales,Belgian Strong Dark Ale,Brasserie de l'Abbaye des Rocs s.a.,10.0
4438,Monk's Brew,Strong Ales,Belgian Strong Dark Ale,Mikkeller ApS,10.0
4439,Folklore,Strong Ales,Belgian Strong Dark Ale,Stillwater Artisanal Ales,8.4
4440,Green Flash Grand Cru,Strong Ales,Belgian Strong Dark Ale,Green Flash Brewing Co.,9.1
4441,Smuttynose Zinneke (Big Beer Series),Strong Ales,Belgian Strong Dark Ale,Smuttynose Brewing Company,8.4
4442,Gouden Carolus Ambrio,Strong Ales,Belgian Strong Dark Ale,Brouwerij Het Anker,8.0
4443,St. Feuillien Cuvée De Noël,Strong Ales,Belgian Strong Dark Ale,Brasserie St. Feuillien,9.0
4444,Gulden Draak Brewmaster's Edition,Strong Ales,Belgian Strong Dark Ale,Brouwerij Van Steenberge N.V.,10.5
4445,Leute Bok,Strong Ales,Belgian Strong Dark Ale,Brouwerij Van Steenberge N.V.,7.5
4446,Moinette Brune,Strong Ales,Belgian Strong Dark Ale,Brasserie Dupont sprl,8.5
4447,Monk's Mistress,Strong Ales,Belgian Strong Dark Ale,Midnight Sun Brewing Co.,11.5
4448,Leffe Radieuse,Strong Ales,Belgian Strong Dark Ale,Abbaye de Leffe S.A.,8.2
4449,Nor' Easter Winter Warmer,Strong Ales,Belgian Strong Dark Ale,Captain Lawrence Brewing Co.,12.0
4450,Duvel,Strong Ales,Belgian Strong Pale Ale,Brouwerij Duvel Moortgat NV,8.5
4451,Delirium Tremens,Strong Ales,Belgian Strong Pale Ale,Brouwerij Huyghe,8.5
4452,Matilda,Strong Ales,Belgian Strong Pale Ale,Goose Island Beer Co.,7.0
4453,Damnation,Strong Ales,Belgian Strong Pale Ale,Russian River Brewing Company,7.5
4454,Pranqster,Strong Ales,Belgian Strong Pale Ale,North Coast Brewing Co.,7.6
4455,La Chouffe,Strong Ales,Belgian Strong Pale Ale,Brasserie d'Achouffe,8.0
4456,Piraat,Strong Ales,Belgian Strong Pale Ale,Brouwerij Van Steenberge N.V.,10.5
4457,Local 1,Strong Ales,Belgian Strong Pale Ale,Brooklyn Brewery,9.0
4458,Mischief,Strong Ales,Belgian Strong Pale Ale,The Bruery,8.5
4459,Kwak,Strong Ales,Belgian Strong Pale Ale,Brouwerij Bosteels,8.4
4460,Gnomegang,Strong Ales,Belgian Strong Pale Ale,Brewery Ommegang,9.5
4461,Stille Nacht,Strong Ales,Belgian Strong Pale Ale,Brouwerij De Dolle Brouwers,12.0
4462,Horny Devil,Strong Ales,Belgian Strong Pale Ale,AleSmith Brewing Company,10.0
4463,Confluence Ale,Strong Ales,Belgian Strong Pale Ale,Allagash Brewing Company,7.5
4464,668 Neighbor Of The Beast,Strong Ales,Belgian Strong Pale Ale,New England Brewing Co.,7.8
4465,La Trappe Isid'or,Strong Ales,Belgian Strong Pale Ale,Bierbrouwerij De Koningshoeven B.V.,7.5
4466,Inferno Ale,Strong Ales,Belgian Strong Pale Ale,The Lost Abbey,8.5
4467,Hitachino Nest Red Rice Ale,Strong Ales,Belgian Strong Pale Ale,Kiuchi Brewery,7.0
4468,Scaldis Amber,Strong Ales,Belgian Strong Pale Ale,Brasserie Dubuisson Frères sprl,12.0
4469,Faithfull Ale,Strong Ales,Belgian Strong Pale Ale,Dogfish Head Craft Brewery,7.0
4470,Hades Ale,Strong Ales,Belgian Strong Pale Ale,Great Divide Brewing Company,7.8
4471,Arabier,Strong Ales,Belgian Strong Pale Ale,Brouwerij De Dolle Brouwers,8.0
4472,Brainless On Peaches,Strong Ales,Belgian Strong Pale Ale,Epic Brewing Company,11.0
4473,Reinaert Flemish Wild Ale,Strong Ales,Belgian Strong Pale Ale,De Proefbrouwerij (bvba Andelot),9.0
4474,Grand Cru Winter Reserve,Strong Ales,Belgian Strong Pale Ale,Flying Fish Brewing Company,7.2
4475,Moinette Blond,Strong Ales,Belgian Strong Pale Ale,Brasserie Dupont sprl,8.5
4476,Lucifer,Strong Ales,Belgian Strong Pale Ale,Brouwerij Het Anker,8.0
4477,Boskeun,Strong Ales,Belgian Strong Pale Ale,Brouwerij De Dolle Brouwers,10.0
4478,Victoria Ale,Strong Ales,Belgian Strong Pale Ale,Allagash Brewing Company,9.0
4479,Victor Ale,Strong Ales,Belgian Strong Pale Ale,Allagash Brewing Company,9.0
4480,Grand Cru,Strong Ales,Belgian Strong Pale Ale,North Coast Brewing Co.,12.9
4481,Tsjeeses Belgian X-Mas Ale,Strong Ales,Belgian Strong Pale Ale,De Struise Brouwers,10.0
4482,Belzebuth,Strong Ales,Belgian Strong Pale Ale,Brasserie Grain d' Orge (Brasserie Jeanne d'Arc SA),13.0
4483,De Ranke Père Noël,Strong Ales,Belgian Strong Pale Ale,Brouwerij Brasserie De Ranke,7.0
4484,Brainless On Cherries,Strong Ales,Belgian Strong Pale Ale,Epic Brewing Company,10.1
4485,It's Alive!,Strong Ales,Belgian Strong Pale Ale,Mikkeller ApS,8.0
4486,Beazly,Strong Ales,Belgian Strong Pale Ale,The Brewer's Art,7.25
4487,Malheur 10°,Strong Ales,Belgian Strong Pale Ale,Brouwerij De Landtsheer NV,10.0
4488,Barbãr (Belgian Honey Ale),Strong Ales,Belgian Strong Pale Ale,Brasserie Lefèbvre SA,8.0
4489,Melange A Trois - Reserve Series Aged In French Oak Chardonnay Barrels,Strong Ales,Belgian Strong Pale Ale,Nebraska Brewing Company,11.3
4490,La Guillotine,Strong Ales,Belgian Strong Pale Ale,Brouwerij Huyghe,8.5
4491,Southampton Grand Cru,Strong Ales,Belgian Strong Pale Ale,Southampton Publick House,9.5
4492,Brainless Raspberries,Strong Ales,Belgian Strong Pale Ale,Epic Brewing Company,9.7
4493,Hoegaarden Grand Cru,Strong Ales,Belgian Strong Pale Ale,Brouwerij van Hoegaarden,8.5
4494,Trader Joe's Providential Golden Ale,Strong Ales,Belgian Strong Pale Ale,Trader Joe's Brewing Company,7.5
4495,Gouden Carolus Cuvée Van De Keizer Imperial Blond,Strong Ales,Belgian Strong Pale Ale,Brouwerij Het Anker,10.0
4496,Local Species,Strong Ales,Belgian Strong Pale Ale,Blue Mountain Brewery,6.6
4497,Alpha Kong,Strong Ales,Belgian Strong Pale Ale,3 Floyds Brewing Co.,10.5
4498,St. Feuillien Grand Cru,Strong Ales,Belgian Strong Pale Ale,Brasserie St. Feuillien,9.5
4499,Seigneuriale,Strong Ales,Belgian Strong Pale Ale,Unibroue,7.5
4500,La Fin Du Monde,Strong Ales,Belgian Tripel,Unibroue,9.0
4501,Golden Monkey,Strong Ales,Belgian Tripel,Victory Brewing Company - Downingtown,9.5
4502,Westmalle Trappist Tripel,Strong Ales,Belgian Tripel,Brouwerij Westmalle,9.5
4503,Tripel (White),Strong Ales,Belgian Tripel,Bières de Chimay,8.0
4504,Tripel Karmeliet,Strong Ales,Belgian Tripel,Brouwerij Bosteels,8.4
4505,Curieux,Strong Ales,Belgian Tripel,Allagash Brewing Company,11.0
4506,Tripel,Strong Ales,Belgian Tripel,Brouwerij St. Bernardus NV,8.0
4507,Trippel,Strong Ales,Belgian Tripel,New Belgium Brewing Company,8.5
4508,Don De Dieu,Strong Ales,Belgian Tripel,Unibroue,9.0
4509,Tripel Ale,Strong Ales,Belgian Tripel,Allagash Brewing Company,9.0
4510,Merry Monks,Strong Ales,Belgian Tripel,Weyerbacher Brewing Co.,9.3
4511,Maredsous 10 - Triple,Strong Ales,Belgian Tripel,Brouwerij Duvel Moortgat NV,10.0
4512,Trade Winds,Strong Ales,Belgian Tripel,The Bruery,8.1
4513,Samuel Adams New World Tripel (Barrel Room Collection),Strong Ales,Belgian Tripel,Boston Beer Company (Samuel Adams),10.0
4514,La Trappe Tripel (Koningshoeven / Dominus),Strong Ales,Belgian Tripel,Bierbrouwerij De Koningshoeven B.V.,8.0
4515,Agnus Dei (Abbey Pale Ale),Strong Ales,Belgian Tripel,Brouwerij Corsendonk,7.5
4516,Gouden Carolus Tripel,Strong Ales,Belgian Tripel,Brouwerij Het Anker,9.0
4517,Sapient Trip Ale,Strong Ales,Belgian Tripel,Dark Horse Brewing Company,9.5
4518,Dulle Teve (Mad Bitch),Strong Ales,Belgian Tripel,Brouwerij De Dolle Brouwers,10.0
4519,Devil's Backbone,Strong Ales,Belgian Tripel,Real Ale Brewing Company,8.1
4520,Trappist Achel 8° Blond,Strong Ales,Belgian Tripel,Brouwerij der St. Benedictusabdij de Achelse,8.0
4521,Orabelle Belgian-Style Ale,Strong Ales,Belgian Tripel,Great Divide Brewing Company,8.3
4522,Affligem Tripel,Strong Ales,Belgian Tripel,Brouwerij De Smedt / Brouwerij Affligem,9.5
4523,The Ogden,Strong Ales,Belgian Tripel,Goose Island Beer Co.,9.0
4524,Exit 4 American Trippel,Strong Ales,Belgian Tripel,Flying Fish Brewing Company,9.5
4525,Brother David's Triple Abbey Style Ale,Strong Ales,Belgian Tripel,Anderson Valley Brewing Company,10.0
4526,Barrel & Bean,Strong Ales,Belgian Tripel,Allagash Brewing Company,10.1
4527,Bornem Triple,Strong Ales,Belgian Tripel,Brouwerij Van Steenberge N.V.,9.0
4528,Tripel Horse,Strong Ales,Belgian Tripel,River Horse Brewing Co.,10.0
4529,Golden Delicious,Strong Ales,Belgian Tripel,Captain Lawrence Brewing Co.,11.0
4530,Black Tulip,Strong Ales,Belgian Tripel,New Holland Brewing Company,9.0
4531,St. Feuillien Triple,Strong Ales,Belgian Tripel,Brasserie St. Feuillien,8.5
4532,Final Absolution Trippel,Strong Ales,Belgian Tripel,Dragonmead Microbrewery,10.0
4533,LaGrave,Strong Ales,Belgian Tripel,Tröegs Brewing Company,8.0
4534,Watou Tripel,Strong Ales,Belgian Tripel,Brouwerij St. Bernardus NV,7.5
4535,Trippel,Strong Ales,Belgian Tripel,Green Flash Brewing Co.,9.7
4536,Straffe Hendrik Bruges Tripel Bier 9°,Strong Ales,Belgian Tripel,Huisbrouwerij De Halve Maan,9.0
4537,Damnation Batch 23 (Oak Aged),Strong Ales,Belgian Tripel,Russian River Brewing Company,11.0
4538,Triple,Strong Ales,Belgian Tripel,Brasserie de l'Abbaye du Val-Dieu,9.0
4539,He Said (Tripel),Strong Ales,Belgian Tripel,21st Amendment Brewery,8.2
4540,White Monkey,Strong Ales,Belgian Tripel,Victory Brewing Company - Downingtown,9.5
4541,Augustijn Ale,Strong Ales,Belgian Tripel,Brouwerij Van Steenberge N.V.,8.0
4542,Voodoo Love Child,Strong Ales,Belgian Tripel,Voodoo Brewery,9.2
4543,Kasteel Tripel,Strong Ales,Belgian Tripel,Brouwerij Van Honsebrouck N.V.,11.0
4544,Triple,Strong Ales,Belgian Tripel,Stoudts Brewing Co.,9.0
4545,De Ranke Guldenberg,Strong Ales,Belgian Tripel,Brouwerij Brasserie De Ranke,8.5
4546,Eau Benite,Strong Ales,Belgian Tripel,Unibroue,7.7
4547,Abbey Triple,Strong Ales,Belgian Tripel,Sprecher Brewing Company,8.4
4548,Petrus Gouden Tripel,Strong Ales,Belgian Tripel,De Brabandere,7.5
4549,Tripel Van De Garre,Strong Ales,Belgian Tripel,Brouwerij Van Steenberge N.V.,11.0
4550,Bourbon County Brand Barleywine Ale,Strong Ales,English Barleywine,Goose Island Beer Co.,14.4
4551,§ucaba,Strong Ales,English Barleywine,Firestone Walker Brewing Co.,12.5
4552,Insanity,Strong Ales,English Barleywine,Weyerbacher Brewing Co.,13.3
4553,Blithering Idiot,Strong Ales,English Barleywine,Weyerbacher Brewing Co.,11.1
4554,Mother Of All Storms,Strong Ales,English Barleywine,Pelican Pub & Brewery,14.0
4555,Old Foghorn,Strong Ales,English Barleywine,Anchor Brewing Company,10.0
4556,Double Double Barrel Ale,Strong Ales,English Barleywine,Firestone Walker Brewing Co.,12.0
4557,Mirror Mirror,Strong Ales,English Barleywine,Deschutes Brewery,11.0
4558,Harvest Ale (Limited Edition),Strong Ales,English Barleywine,J.W. Lees & Co (Brewers) Ltd,11.5
4559,Arctic Devil Barley Wine,Strong Ales,English Barleywine,Midnight Sun Brewing Co.,13.2
4560,Horn Dog,Strong Ales,English Barleywine,Flying Dog Brewery,10.2
4561,Straight Jacket,Strong Ales,English Barleywine,Revolution Brewing,13.0
4562,Bourbon Barrel-Aged Barley Wine,Strong Ales,English Barleywine,Kuhnhenn Brewing Company,14.5
4563,Aaron,Strong Ales,English Barleywine,Hill Farmstead Brewery,9.0
4564,Oak Aged Barleywine,Strong Ales,English Barleywine,The Schlafly Tap Room,10.2
4565,Mash,Strong Ales,English Barleywine,The Bruery,12.5
4566,J.W. Lees Harvest Ale (Lagavulin Whisky Cask),Strong Ales,English Barleywine,J.W. Lees & Co (Brewers) Ltd,11.5
4567,Leon,Strong Ales,English Barleywine,Cigar City Brewing,13.0
4568,Bligh's Barleywine Ale,Strong Ales,English Barleywine,Dry Dock Brewing Co.,10.0
4569,J.W. Lees Harvest Ale (Calvados Cask),Strong Ales,English Barleywine,J.W. Lees & Co (Brewers) Ltd,11.5
4570,Brick Kiln - Bourbon Barrel-Aged,Strong Ales,English Barleywine,Jackie O's Pub & Brewery,11.8
4571,Mash & Grind,Strong Ales,English Barleywine,The Bruery,12.5
4572,J.W. Lees Harvest Ale (Port Cask),Strong Ales,English Barleywine,J.W. Lees & Co (Brewers) Ltd,11.5
4573,London Balling,Strong Ales,English Barleywine,Against The Grain Brewery & Smokehouse,12.5
4574,Ridge Runner,Strong Ales,English Barleywine,Rock Art Brewery,7.2
4575,J.W. Lees Harvest Ale (Sherry Cask),Strong Ales,English Barleywine,J.W. Lees & Co (Brewers) Ltd,11.5
4576,Dominion Millennium Ale,Strong Ales,English Barleywine,Fordham & Dominion Brewing Company,10.5
4577,Irish Walker,Strong Ales,English Barleywine,Olde Hickory Brewery,10.14
4578,Criminally Bad Elf Barleywine-Style Ale,Strong Ales,English Barleywine,Ridgeway Brewing,10.5
4579,Brick Kiln,Strong Ales,English Barleywine,Jackie O's Pub & Brewery,10.5
4580,Mash & Coconut,Strong Ales,English Barleywine,The Bruery,13.0
4581,Mash & Vanilla,Strong Ales,English Barleywine,The Bruery,13.3
4582,Vermilion Barleywine,Strong Ales,English Barleywine,Perennial Artisan Ales,10.5
4583,Commander,Strong Ales,English Barleywine,Lift Bridge Brewery,12.5
4584,Pugsley's Signature Series: Barley Wine,Strong Ales,English Barleywine,Shipyard Brewing Company,8.5
4585,Barrel Aged The Murderous,Strong Ales,English Barleywine,Pipeworks Brewing Company,13.0
4586,Bommen & Granaten,Strong Ales,English Barleywine,Brouwerij De Molen,15.2
4587,Lunker,Strong Ales,English Barleywine,Steel Toe Brewing,14.4
4588,Double Old Thumper Ale,Strong Ales,English Barleywine,Shipyard Brewing Company,11.2
4589,Wooden Hell,Strong Ales,English Barleywine,Flossmoor Station Restaurant & Brewery,9.5
4590,Golden Pride,Strong Ales,English Barleywine,Fuller Smith & Turner PLC,8.5
4591,V.S.O.J.,Strong Ales,English Barleywine,Revolution Brewing,14.0
4592,Christmas Ale,Strong Ales,English Barleywine,Harvey's Brewery,8.1
4593,Stormwatcher's Winterfest,Strong Ales,English Barleywine,Pelican Pub & Brewery,13.0
4594,Old Abominable,Strong Ales,English Barleywine,Stoudts Brewing Co.,9.0
4595,Murderous,Strong Ales,English Barleywine,Pipeworks Brewing Company,9.5
4596,"Lawyers, Guns & Money",Strong Ales,English Barleywine,Crazy Mountain Brewery,10.0
4597,Thor's Hammer Barley Wine,Strong Ales,English Barleywine,Central City Brewers + Distillers,11.5
4598,Blunderbuss Barleywine,Strong Ales,English Barleywine,Cambridge Brewing Company,11.5
4599,Baggywrinkle Barleywine,Strong Ales,English Barleywine,Cisco Brewers Inc.,9.0
4600,Curmudgeon,Strong Ales,English Old Ale,Founders Brewing Company,9.8
4601,Old Stock Ale,Strong Ales,English Old Ale,North Coast Brewing Co.,12.0
4602,Hibernation Ale,Strong Ales,English Old Ale,Great Divide Brewing Company,8.7
4603,Adam,Strong Ales,English Old Ale,Hair Of The Dog Brewing Company / Brewery And Tasting Room,10.0
4604,Fourth Dementia - Bourbon Barrel-Aged,Strong Ales,English Old Ale,Kuhnhenn Brewing Company,13.5
4605,Curmudgeon's Better Half,Strong Ales,English Old Ale,Founders Brewing Company,12.7
4606,Old Jubilation,Strong Ales,English Old Ale,Avery Brewing Company,8.3
